﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0131","炊飯器","4549873141213","RZ-TS105M R IH炊飯器5.5合 赤","0","","26","15,205.00","24,254","1","24,254","9,049","37.31","11.34","34.54","0.81"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000048","siroca","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4589919828289","SN-M351 遠赤軽量ﾋｰﾀｰ 黒","0","","27","10,400.00","12,116","2","24,232","3,432","14.16","13.67","13.67","2.05"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008976059","TJ25671 掛布団･敷布団ｾｯﾄ S ｼｬﾝﾊﾟﾝｺﾞｰﾙﾄﾞ","0","","28","7,852.00","12,115","2","24,229","8,525","35.19","13.58","13.58","2.06"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4548848882090","MCK40X-W 加湿空気清浄機","0","","29","16,640.00","22,709","1","22,709","6,069","26.73","12.81","12.81","2.05"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000079","ｱﾗﾐｯｸ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4967934602440","JSNB2-GS ｼｬﾜｰﾍｯﾄﾞ銀","0","","30","5,720.00","11,270","2","22,540","11,100","49.25","10.11","41.28","0.63"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007158","KJ19001G 6層ﾗｸﾞ2帖 緑","10","","31","4,063.00","9,982","2","19,964","11,838","59.30","11.19","11.19","2.06"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007165","KJ19002B 6層ﾗｸﾞ 3帖 ﾌﾞﾗｳﾝ","10","","32","5,638.00","9,085","2","18,170","6,894","37.94","10.18","10.18","2.06"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0","","33","5,866.00","9,073","2","18,146","6,414","35.35","8.14","100.00","0.21"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147526","JTM2210H 6層毛布Sﾋﾟﾝｸ","0","","34","3,224.00","5,744","3","17,233","7,561","43.88","9.66","9.66","2.06"
"","","13","調理家電","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0013","調理家電","0130","電子レンジ・トースター","4962365070400","AET-G13B(G) ﾄｰｽﾀｰ 4枚焼き 緑","10","","35","9,006.00","14,364","1","14,364","5,358","37.30","6.72","11.10","1.50"
"","","13","調理家電","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0013","調理家電","0130","電子レンジ・トースター","4962365070417","AET-G13B(W) ﾄｰｽﾀｰ 4枚焼き 白","10","","36","9,006.00","14,363","1","14,363","5,357","37.30","6.72","11.10","1.50"
"","","16","クリーナー","0020","ジャパネット","0000136","ｹﾙﾋｬｰ","0016","クリーナー","0163","高圧洗浄機・スチームクリーナー","4054278848280","JTKｻｲﾚﾝﾄS 高圧洗浄機","10","","37","10,785.00","13,618","1","13,618","2,833","20.80","3.09","100.00","0.16"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031173","AEH-G104F(SW) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ","0","","38","8,008.00","12,546","1","12,546","4,538","36.17","7.08","7.08","2.05"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031135","AEH-G407JP(G) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ 緑","0","","39","4,368.00","6,055","2","12,110","3,374","27.86","6.83","6.83","2.05"
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771262647","ADM-221(CBR) 洗える電気毛布 S ｺｺｱﾌﾞﾗｳﾝ","0","","40","5,866.00","11,800","1","11,800","5,934","50.29","6.61","6.61","2.06"
"","","13","調理家電","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0013","調理家電","0130","電子レンジ・トースター","4962365070028","AET-GS13N(W) ﾄｰｽﾀｰ 2枚焼き 白","10","","41","6,864.00","11,637","1","11,637","4,773","41.02","5.44","8.99","1.50"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147571","JTM2212H 6層毛布Dﾋﾟﾝｸ","0","","42","5,071.00","10,891","1","10,891","5,820","53.44","6.10","6.10","2.06"
"","","02","外注プリント","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0002","外注プリント","0023","ポストカード・年賀状（外注）","0400503400435","ﾌｼﾞｶﾗｰﾓﾁｭｳ 印刷仕上げ","10","","43","6,070.50","5,410","2","10,820","-1,321","-12.21","9.71","10.00","1.25"
"","","02","外注プリント","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0002","外注プリント","0023","ポストカード・年賀状（外注）","0400503400404","ﾌｼﾞｶﾗｰ年賀 印刷ｼｱｹﾞ","10","","44","6,070.50","5,410","2","10,819","-1,322","-12.22","9.71","10.00","1.25"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776378","A-77637 ﾏﾙﾁﾊﾟﾝｽｸｴｱ3点","0","","45","2,860.00","3,212","3","9,636","1,056","10.96","4.51","67.95","0.16"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0031","レンズ付きフィルム","4547410369137","LF S-ACE ｼﾝﾌﾟﾙｴｰｽ27","10","","46","1,200.00","1,600","6","9,600","2,400","25.00","59.09","100.00","0.11"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000075","ｱﾃｯｸｽ","0019","理美容・健康・スポーツ","0190","マッサージ","4948731021948","AX-HX205 ひざﾏｯｻｰｼﾞｬｰ","10","","47","5,741.00","9,085","1","9,085","3,344","36.81","4.07","6.44","1.63"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000202","ﾀﾆﾀ","0019","理美容・健康・スポーツ","0193","体重計・血圧計・補聴器","4904785047686","BC-332L 体組成計 ﾋﾟﾝｸ","0","","48","6,769.00","9,085","1","9,085","2,316","25.49","4.07","100.00","0.11"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147557","JTM2211H 6層毛布SDﾋﾟﾝｸ","0","","49","4,206.00","9,073","1","9,073","4,867","53.64","5.08","5.08","2.06"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000066","ｱｲﾘｽｵｰﾔﾏ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4967576492805","FK-WJN1 ふとん乾燥機","0","","50","5,917.00","9,073","1","9,073","3,156","34.78","5.12","5.12","2.05"
"","","38","リサイクル料","","","","","0038","リサイクル料","0380","リサイクル料","2087801028516","廃家電 引取料(小)","10","","51","819.00","819","11","9,009","0","0.00","100.00","100.00","0.10"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800339","ﾃﾞｼﾞﾀﾙL 300枚以上 3割","10","","52","6.00","25","353","8,986","6,868","76.43","11.68","14.28","0.73"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800193","ﾃﾞｼﾞﾀﾙKG 1～99枚","10","","53","9.00","44","162","7,148","5,690","79.60","9.29","11.36","0.73"
"","","01","プリント","0037","快伸","0000035","N/A","0001","プリント","0010","フィルムプリント","0400100200056","ｶﾗｰﾌｨﾙﾑﾌﾟﾘﾝﾄ L","10","","54","17.00","38","181","6,915","3,838","55.50","8.99","61.59","0.13"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147540","JTM2210B 6層毛布 S茶","0","","55","3,224.00","6,346","1","6,346","3,122","49.20","3.56","3.56","2.06"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000398","ｱﾃﾞﾗﾝｽ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4991560815905","ﾍｯﾄﾞｽﾊﾟ ｽﾊﾟﾆｽﾄ ﾌﾞﾗｯｸ","0","","56","4,420.00","6,057","1","6,057","1,637","27.03","2.72","11.09","0.63"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031142","AEH-G407JP(W) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ 白","0","","57","4,368.00","6,054","1","6,054","1,686","27.85","3.42","3.42","2.05"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800322","ﾃﾞｼﾞﾀﾙL 200～299枚 2割","10","","58","6.00","29","201","5,848","4,642","79.38","7.60","9.29","0.73"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102129","EJ20301G 6層ﾗｸﾞｶﾊﾞｰ2帖用ｸﾞﾘｰﾝ","10","","59","2,600.00","5,437","1","5,437","2,837","52.18","3.05","3.05","2.06"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102105","EJ20301B 6層ﾗｸﾞｶﾊﾞｰ2帖用 ﾌﾞﾗｳﾝ","10","","60","2,600.00","5,437","1","5,437","2,837","52.18","3.05","3.05","2.06"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292100037","BCI-381+380/5MP ｲﾝｸ","0","","61","4,601.00","5,428","1","5,428","827","15.24","23.01","23.01","0.27"
"","","08","オーディオ","0010","ソニー","","","0008","オーディオ","0082","カラオケ","4905689796502","PK-WST53T ｶﾗｵｹ曲ﾁｯﾌﾟ","0","","62","1,040.00","5,000","1","5,000","3,960","79.20","13.76","13.76","0.42"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","","","0019","理美容・健康・スポーツ","0190","マッサージ","2087801118392","配送設置料(ﾏｯｻｰｼﾞﾁｪｱ) M","10","","63","7,364.00","5,000","1","5,000","-2,364","-47.28","2.24","3.54","1.63"
"","","14","洗濯機","0020","ジャパネット","","","0014","洗濯機","0143","配送・設置料（洗濯機）","2087801028202","配達設置(洗濯機) M","10","","64","5,000.00","5,000","1","5,000","0","0.00","9.43","100.00","0.06"
"","","06","テレビ","0020","ジャパネット","","","0006","テレビ","0063","配送・設置料（テレビ）","2087801028066","配達設置(TV) M","10","","65","5,000.00","5,000","1","5,000","0","0.00","3.64","100.00","0.06"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776149","A-77614 ﾏﾙﾁﾊﾟﾝ3点ｾｯﾄ","0","","66","3,120.00","4,546","1","4,546","1,426","31.37","2.13","32.05","0.16"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292044058","BCI-371+370/5MP ｲﾝｸ","10","","67","4,014.00","4,361","1","4,361","347","7.96","18.48","18.48","0.27"
"","","01","プリント","0037","快伸","0000035","N/A","0001","プリント","0010","フィルムプリント","0400100100103","ｶﾗｰﾌｨﾙﾑ現像","10","","68","200.00","719","6","4,313","3,113","72.18","5.61","38.41","0.13"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800315","ﾃﾞｼﾞﾀﾙL 100～199枚 1割","10","","69","6.00","33","127","4,157","3,395","81.67","5.40","6.60","0.73"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800209","ﾃﾞｼﾞﾀﾙKG 100～199枚 1割","10","","70","9.00","41","100","4,091","3,191","78.00","5.32","6.50","0.73"
"","","09","パソコン","0032","パイオニア","0000102","ｴﾌﾟｿﾝ","0009","パソコン","0094","用紙・インク","4988617143609","IC6CL70 ｴﾌﾟｿﾝｲﾝｸ","10","","71","3,048.00","3,610","1","3,610","562","15.57","15.30","15.30","0.27"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","72","3,600.00","3,600","1","3,600","0","0.00","1.95","100.00","0.04"
"","","02","外注プリント","0030","富士フィルムイメージング","","","0002","外注プリント","0025","プリントその他（外注）","2087801028615","ﾌﾟﾘﾝﾄその他 外注","10","","73","805.00","805","4","3,220","0","0.00","2.89","100.00","0.04"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4960999904573","BCI-350PGBK ｲﾝｸ","10","","74","878.00","1,037","3","3,111","477","15.33","13.19","13.19","0.27"
"","","16","クリーナー","0020","ジャパネット","0000300","ﾚｲｺｯﾌﾟ･ｼﾞｬﾊﾟﾝ","0016","クリーナー","0162","ふとん・ロボット掃除機","8809248469653","SP-RTP001 標準ﾌｨﾙﾀｰ3個入","0","","75","2,324.00","2,973","1","2,973","649","21.83","0.67","6.53","0.53"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800124","ﾃﾞｼﾞﾀﾙ A4","10","","76","22.00","600","3","1,800","1,734","96.33","2.34","2.86","0.73"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4960999905211","BCI-351C ｲﾝｸ","10","","77","709.00","837","2","1,674","256","15.29","7.10","7.10","0.27"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400701960250","ﾃﾞｼﾞﾀﾙ A4･6切･6W 3P","10","","78","78.00","1,437","1","1,437","1,359","94.57","1.87","2.28","0.73"
"","","03","写真用品","0032","パイオニア","0000228","ﾅｶﾊﾞﾔｼ","0003","写真用品","0032","アルバム","4902205311072","PHE2288A(B) ﾌｫﾄﾎﾙﾀﾞｰ","10","","79","380.00","680","2","1,360","600","44.12","8.37","29.89","0.05"
"","","03","写真用品","0032","パイオニア","0000228","ﾅｶﾊﾞﾔｼ","0003","写真用品","0032","アルバム","4902205311065","PHE2288A(P) ﾌｫﾄﾎﾙﾀﾞｰ","10","","80","380.00","680","2","1,360","600","44.12","8.37","29.89","0.05"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0030","フィルム","4547410377231","ﾁｪｷﾌｲﾙﾑINSTAXMINIJP2","10","","81","1,012.00","1,315","1","1,315","303","23.04","8.09","62.71","0.02"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400200800200","WP ﾜﾝﾀﾞｰｼｬｯﾌﾙ KG","10","","82","38.00","350","3","1,050","936","89.14","1.36","1.67","0.73"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719989","LR03XJ/4B ｱﾙｶﾘ単4","10","","83","350.00","500","2","1,000","300","30.00","62.85","62.85","0.02"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0015","スタジオ証明写真","0400300270040","証明写真焼増し","10","","84","500.00","500","2","1,000","0","0.00","1.30","100.00","0.01"
"","","04","記録メディア","0032","パイオニア","0000020","HIDISC","0004","記録メディア","0040","記録メディア","4984279650165","HDSD2GCLJP3 SD2GB","10","","85","680.00","980","1","980","300","30.61","100.00","100.00","0.01"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292033489","BCI-371GY ｲﾝｸ","10","","86","778.00","919","1","919","141","15.34","3.90","3.90","0.27"
"","","49","その他","0020","ジャパネット","","","0049","その他","0490","配送・設置料(その他)","2087801028462","配送設置料(その他) 宅急便","10","","87","900.00","900","1","900","0","0.00","-61.10","100.00","0.01"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4960999905549","BCI-351Y ｲﾝｸ","10","","88","709.00","837","1","837","128","15.29","3.55","3.55","0.27"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4960999905204","BCI-351BK ｲﾝｸ","10","","89","709.00","837","1","837","128","15.29","3.55","3.55","0.27"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4960999904610","BCI-351M ｲﾝｸ","10","","90","709.00","837","1","837","128","15.29","3.55","3.55","0.27"
"","","01","プリント","0030","富士フィルムイメージング","","","0001","プリント","0017","写真複写・加工・データ書込み","0400101500703","外注 手数料","10","","91","510.00","800","1","800","290","36.25","1.04","100.00","0.01"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0030","フィルム","4547410377224","ﾁｪｷﾌｲﾙﾑINSTAXMINI JP","10","","92","527.00","782","1","782","255","32.61","4.81","37.29","0.02"
"","","09","パソコン","0032","パイオニア","0000102","ｴﾌﾟｿﾝ","0009","パソコン","0094","用紙・インク","4988617193970","ICLC80 ｴﾌﾟｿﾝｲﾝｸ","10","","93","572.00","680","1","680","108","15.88","2.88","2.88","0.27"
"","","09","パソコン","0032","パイオニア","0000102","ｴﾌﾟｿﾝ","0009","パソコン","0094","用紙・インク","4988617193956","ICM80 ｴﾌﾟｿﾝｲﾝｸ","10","","94","572.00","680","1","680","108","15.88","2.88","2.88","0.27"
"","","03","写真用品","0032","パイオニア","0000228","ﾅｶﾊﾞﾔｼ","0003","写真用品","0032","アルバム","4902205311058","PHE1288A(B) ﾌｫﾄﾎﾙﾀﾞｰ","10","","95","380.00","680","1","680","300","44.12","4.19","14.95","0.05"
"","","09","パソコン","0032","パイオニア","0000102","ｴﾌﾟｿﾝ","0009","パソコン","0094","用紙・インク","4988617143623","ICC70 ｴﾌﾟｿﾝｲﾝｸ","10","","96","523.00","620","1","620","97","15.65","2.63","2.63","0.27"
