店舗名,棚番(初回),棚番(最終),棚番(他),商品コード,商品名,税率,部門コード,部門名,大分類コード,大分類名,中分類コード,中分類名,仕入先コード,仕入先名,実棚数量(A),実績差異,本部原価(B),店舗原価(C),本部実棚金額(D=A×B),店舗実棚金額(E=A×C),実棚売価金額,単品売価,原価差額(B-C),実棚差額(D-E)
"佐世保本店","","","","0027075158443","ｼﾞｭﾋﾟﾀｰ Ⅲ 8x21ｼﾙﾊﾞｰ","10.00","05","カメラ","0005","カメラ","0058","光学製品","0032","パイオニア","1","0","2520.00","2520.00","2,520.00","2,520","4,298","4,298","2,520.00","0.00"
"佐世保本店","","","","0027075158719","ｼﾞｭﾋﾟﾀｰ Ⅲ 8x21ﾌﾞﾗｯｸ","10.00","05","カメラ","0005","カメラ","0058","光学製品","0032","パイオニア","1","0","2520.00","2520.00","2,520.00","2,520","4,298","4,298","2,520.00","0.00"
"佐世保本店","","","","0619659161514","SDSQUAR-064G-GN6MN SDｶｰﾄﾞ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0032","パイオニア","1","0","1900.00","1900.00","1,900.00","1,900","3,980","3,980","1,900.00","0.00"
"佐世保本店","","","","0885155007346","R980060 ﾙﾝﾊﾞ980","10.00","16","クリーナー","0016","クリーナー","0162","ふとん・ロボット掃除機","0020","ジャパネット","1","0","28080.00","28080.00","28,080.00","28,080","49,800","49,800","28,080.00","0.00"
"佐世保本店","","","","0885155007506","B380065 床拭きﾛﾎﾞｯﾄ ﾌﾞﾗｰﾊﾞ","10.00","16","クリーナー","0016","クリーナー","0162","ふとん・ロボット掃除機","0020","ジャパネット","2","-1","16822.00","16822.00","33,644.00","33,644","59,600","29,800","33,644.00","0.00"
"佐世保本店","","","","0885155030733","R694060 ﾛﾎﾞｯﾄ掃除機","10.00","16","クリーナー","0016","クリーナー","0162","ふとん・ロボット掃除機","0020","ジャパネット","2","0","15475.00","15475.00","30,950.00","30,950","59,600","29,800","30,950.00","0.00"
"佐世保本店","","","","2087801081047","IW60290 ﾌｫｰﾏﾙﾊﾞｯｸｾｯﾄ","10.00","21","ファッション・時計","0021","ファッション・時計","0210","ファッション小物","0020","ジャパネット","1","0","5096.00","5096.00","5,096.00","5,096","10,000","10,000","5,096.00","0.00"
"佐世保本店","","","","4054278297736","SC JTK20 ｽﾁｰﾑｸﾘｰﾅｰ","10.00","16","クリーナー","0016","クリーナー","0163","高圧洗浄機・スチームクリーナー","0020","ジャパネット","2","-1","8684.00","8684.00","17,368.00","17,368","53,600","26,800","17,368.00","0.00"
"佐世保本店","","","","4054278848280","JTKｻｲﾚﾝﾄS 高圧洗浄機","10.00","16","クリーナー","0016","クリーナー","0163","高圧洗浄機・スチームクリーナー","0020","ジャパネット","4","0","10785.00","10785.00","43,140.00","43,140","139,920","34,980","43,140.00","0.00"
"佐世保本店","","","","4210201072485","CCR4CR 洗浄液4個入り","10.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0191","シェーバー","0020","ジャパネット","2","0","1824.00","1824.00","3,648.00","3,648","5,400","2,700","3,648.00","0.00"
"佐世保本店","","","","4210201167051","9299s ｼｪｰﾊﾞｰ ｼﾘｰｽﾞ9","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0191","シェーバー","0020","ジャパネット","1","0","12425.00","12425.00","12,425.00","12,425","27,255","27,255","12,425.00","0.00"
"佐世保本店","","","","4526044013814","HMR-FS182 電子ﾚﾝｼﾞ","10.00","13","調理家電","0013","調理家電","0130","電子レンジ・トースター","0020","ジャパネット","1","0","9984.00","9984.00","9,984.00","9,984","15,800","15,800","9,984.00","0.00"
"佐世保本店","","","","4526044016952","RM-FJ21 R ｼｪｰﾊﾞｰ 赤","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0191","シェーバー","0020","ジャパネット","3","0","5866.00","5866.00","17,598.00","17,598","29,940","9,980","17,598.00","0.00"
"佐世保本店","","","","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0191","シェーバー","0020","ジャパネット","3","0","5866.00","5866.00","17,598.00","17,598","29,940","9,980","17,598.00","0.00"
"佐世保本店","","","","4526044017096","K-FJ2 ﾒﾝｽﾞｼｪｰﾊﾞｰ替刃","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0191","シェーバー","0020","ジャパネット","1","0","3328.00","3328.00","3,328.00","3,328","5,455","5,455","3,328.00","0.00"
"佐世保本店","","","","4526044017218","RM-FJ21A ｼｪｰﾊﾞｰ ﾌﾞﾙｰ","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0191","シェーバー","0020","ジャパネット","3","0","5866.00","5866.00","17,598.00","17,598","27,219","9,073","17,598.00","0.00"
"佐世保本店","","","","4545350029845","8X21RCⅡｼｬﾝﾊﾟﾝｺﾞｰﾙﾄﾞ","10.00","05","カメラ","0005","カメラ","0058","光学製品","0032","パイオニア","1","0","3260.00","3260.00","3,260.00","3,260","5,378","5,378","3,260.00","0.00"
"佐世保本店","","","","4545350029852","8X21RCⅡ ﾊﾟｰﾙﾎﾜｲﾄ","10.00","05","カメラ","0005","カメラ","0058","光学製品","0032","パイオニア","1","0","3260.00","3260.00","3,260.00","3,260","5,378","5,378","3,260.00","0.00"
"佐世保本店","","","","4545350038328","10X21RCⅡWPﾀﾞｰｸｸﾞﾘｰﾝ","10.00","05","カメラ","0005","カメラ","0058","光学製品","0032","パイオニア","1","0","5410.00","5410.00","5,410.00","5,410","8,402","8,402","5,410.00","0.00"
"佐世保本店","","","","4545708002667","AN-R068 ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ","10.00","20","カー用品","0020","カー用品","0200","ドライブレコーダー","0020","ジャパネット","1","0","13312.00","13312.00","13,312.00","13,312","21,384","21,384","13,312.00","0.00"
"佐世保本店","","","","4547410089868","135 PREMIUM400 36EX1","10.00","03","写真用品","0003","写真用品","0030","フィルム","0030","富士フィルムイメージング","4","-1","1050.00","1050.00","4,200.00","4,200","6,600","1,650","4,200.00","0.00"
"佐世保本店","","","","4547410090970","WPL100PRM 光沢印画紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0030","富士フィルムイメージング","3","0","586.00","586.00","1,758.00","1,758","2,760","920","1,758.00","0.00"
"佐世保本店","","","","4547410091014","WP2L30PRM 光沢印画紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0030","富士フィルムイメージング","3","0","656.00","656.00","1,968.00","1,968","3,090","1,030","1,968.00","0.00"
"佐世保本店","","","","4547410091083","WPKG50PRM 光沢印画紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0030","富士フィルムイメージング","3","0","509.00","509.00","1,527.00","1,527","2,400","800","1,527.00","0.00"
"佐世保本店","","","","4547410091106","WPA420PRM 光沢印画紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0030","富士フィルムイメージング","2","0","808.00","808.00","1,616.00","1,616","2,540","1,270","1,616.00","0.00"
"佐世保本店","","","","4547410260649","INS MINI90 ﾌﾞﾗｯｸ ﾁｪｷ","10.00","05","カメラ","0005","カメラ","0051","インスタントカメラ","0030","富士フィルムイメージング","1","0","14332.00","14332.00","14,332.00","14,332","20,304","20,304","14,332.00","0.00"
"佐世保本店","","","","4547410313857","INSTAX MINI 70 WHI","10.00","05","カメラ","0005","カメラ","0051","インスタントカメラ","0030","富士フィルムイメージング","1","0","10549.00","10549.00","10,549.00","10,549","14,800","14,800","10,549.00","0.00"
"佐世保本店","","","","4547410317251","ﾌｫﾄﾃﾞｺﾎﾞｰﾄﾞ ｱｲﾎﾞﾘ B5","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","1","0","336.00","336.00","336.00","336","518","518","336.00","0.00"
"佐世保本店","","","","4547410346701","APJ ﾅﾁｭﾗﾙﾄｰﾝ 89X89NA","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","1","0","840.00","840.00","840.00","840","1,296","1,296","840.00","0.00"
"佐世保本店","","","","4547410346718","APJ ﾅﾁｭﾗﾙﾄｰﾝ 89X89WH","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","1","0","840.00","840.00","840.00","840","1,296","1,296","840.00","0.00"
"佐世保本店","","","","4547410346725","APJ ﾅﾁｭﾗﾙﾄｰﾝ 127 NA","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","1","0","1260.00","1260.00","1,260.00","1,260","1,944","1,944","1,260.00","0.00"
"佐世保本店","","","","4547410351019","ｽｸｴｱﾍﾟｰﾊﾟｰﾌﾚｰﾑ 127NA","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","1","0","406.00","406.00","406.00","406","626","626","406.00","0.00"
"佐世保本店","","","","4547410373875","INS SQ 6 BLUSH GOLD","10.00","05","カメラ","0005","カメラ","0051","インスタントカメラ","0030","富士フィルムイメージング","1","0","10260.00","10260.00","10,260.00","10,260","14,850","14,850","10,260.00","0.00"
"佐世保本店","","","","4547410377224","ﾁｪｷﾌｲﾙﾑINSTAXMINI JP","10.00","03","写真用品","0003","写真用品","0030","フィルム","0030","富士フィルムイメージング","3","0","527.00","527.00","1,581.00","1,581","2,580","860","1,581.00","0.00"
"佐世保本店","","","","4548736012547","DSC-WX500 BC ﾃﾞｼﾞｶﾒ","10.00","05","カメラ","0005","カメラ","0052","デジタルカメラ","0010","ソニー","2","0","32762.00","32762.00","65,524.00","65,524","89,600","44,800","65,524.00","0.00"
"佐世保本店","","","","4548736016101","ICF-B09 WC FMﾗｼﾞｵ","10.00","08","オーディオ","0008","オーディオ","0084","テレコ・ラジオ・CDラジカセ","0010","ソニー","1","1","6072.00","6072.00","6,072.00","6,072","9,900","9,900","6,072.00","0.00"
"佐世保本店","","","","4548736033597","ICD-PX470F BC ICﾚｺｰﾀ","10.00","08","オーディオ","0008","オーディオ","0085","ICレコーダー","0010","ソニー","2","0","5747.00","5747.00","11,494.00","11,494","17,020","8,510","11,494.00","0.00"
"佐世保本店","","","","4548736037007","10BNE1VJPS2 ﾌﾞﾙｰﾚｲRE","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0040","東芝","6","0","948.00","948.00","5,688.00","5,688","8,940","1,490","5,688.00","0.00"
"佐世保本店","","","","4548736037076","10BNR1VJPS4 BD-R","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","9","0","866.00","866.00","7,794.00","7,794","12,438","1,382","7,794.00","0.00"
"佐世保本店","","","","4548736037205","10BNE1VJCS2 ﾌﾞﾙｰﾚｲRE","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","3","0","1106.00","1106.00","3,318.00","3,318","5,118","1,706","3,318.00","0.00"
"佐世保本店","","","","4548736045170","NP-FV50A CAMACCﾊﾞｯﾃﾘ","10.00","05","カメラ","0005","カメラ","0057","ビデオアクセサリー","0010","ソニー","1","0","5137.00","5137.00","5,137.00","5,137","7,970","7,970","5,137.00","0.00"
"佐世保本店","","","","4548736045200","NP-FV70A ACCﾊﾞｯﾃﾘ-","10.00","05","カメラ","0005","カメラ","0057","ビデオアクセサリー","0010","ソニー","1","0","8194.00","8194.00","8,194.00","8,194","12,744","12,744","8,194.00","0.00"
"佐世保本店","","","","4548736058798","SMR-10 BC 集音器","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","1","0","22500.00","22500.00","22,500.00","22,500","33,000","33,000","22,500.00","0.00"
"佐世保本店","","","","4548736060425","HDR-CX470 BC ﾊﾝﾃﾞｨｶﾑ","10.00","05","カメラ","0005","カメラ","0056","ビデオカメラ","0020","ジャパネット","2","0","28294.00","28294.00","56,588.00","56,588","83,600","41,800","56,588.00","0.00"
"佐世保本店","","","","4548736062078","MDR-XB55 B ｲﾝﾅｰﾚｼｰﾊﾞ","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","1","0","2497.00","2497.00","2,497.00","2,497","4,840","4,840","2,497.00","0.00"
"佐世保本店","","","","4548736062092","MDR-XB55 R ｲﾝﾅｰﾚｼｰﾊﾞ","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","1","0","2497.00","2497.00","2,497.00","2,497","4,840","4,840","2,497.00","0.00"
"佐世保本店","","","","4548736062108","MDR-XB55 L ｲﾝﾅｰﾚｼｰﾊﾞ","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","1","0","2497.00","2497.00","2,497.00","2,497","4,840","4,840","2,497.00","0.00"
"佐世保本店","","","","4548736062177","MDREX155 RQ ﾍｯﾄﾞﾎﾝ","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","3","0","1327.00","1327.00","3,981.00","3,981","6,414","2,138","3,981.00","0.00"
"佐世保本店","","","","4548736064522","NP-FZ100 ｶﾒﾗﾊﾞｯﾃﾘｰ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0010","ソニー","1","0","6300.00","6300.00","6,300.00","6,300","9,900","9,900","6,300.00","0.00"
"佐世保本店","","","","4548736064539","BC-QZ1ﾊﾞｯﾃﾘｰﾁｬｰｼﾞｰ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0010","ソニー","1","0","6860.00","6860.00","6,860.00","6,860","9,250","9,250","6,860.00","0.00"
"佐世保本店","","","","4548736064621","PCK-LG1 保護ｶﾞﾗｽｼｰﾄ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0010","ソニー","1","0","2450.00","2450.00","2,450.00","2,450","3,380","3,380","2,450.00","0.00"
"佐世保本店","","","","4548736067622","RM-PZ130D B ﾘﾓｺﾝ","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0010","ソニー","3","0","1806.00","1806.00","5,418.00","5,418","8,910","2,970","5,418.00","0.00"
"佐世保本店","","","","4548736074125","SEL24105G ﾌﾙｻｲｽﾞEﾚﾝｽﾞ","10.00","05","カメラ","0005","カメラ","0054","レンズ","0010","ソニー","1","0","112200.00","112200.00","112,200.00","112,200","164,593","164,593","112,200.00","0.00"
"佐世保本店","","","","4548736092204","ILCE-6400M B α6400ｱﾙﾌｧM","10.00","05","カメラ","0005","カメラ","0053","デジタル一眼カメラ","0010","ソニー","1","0","118391.00","118391.00","118,391.00","118,391","159,800","159,800","118,391.00","0.00"
"佐世保本店","","","","4548736099005","WI-C310 WC ｺｰﾄﾞﾚｽﾍｯﾄﾞﾎﾝ","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","1","0","2681.00","3268.00","2,681.00","3,268","5,368","5,368","2,681.00","-587.00"
"佐世保本店","","","","4548736109100","ILCE-6100Y B ｱﾙﾌｧ6100Y","10.00","05","カメラ","0005","カメラ","0053","デジタル一眼カメラ","0010","ソニー","1","0","81160.00","81160.00","81,160.00","81,160","99,800","99,800","81,160.00","0.00"
"佐世保本店","","","","4548736109599","SRS-LSR200 ﾃﾚﾋﾞｽﾋﾟｰｶ","10.00","08","オーディオ","0008","オーディオ","0080","ホームシアター","0010","ソニー","1","0","14603.00","14603.00","14,603.00","14,603","22,000","22,000","14,603.00","0.00"
"佐世保本店","","","","4548736112513","KJ-43X8000H 4Kﾃﾚﾋﾞ","10.00","06","テレビ","0006","テレビ","0060","テレビ本体","0010","ソニー","1","-1","68420.00","68420.00","68,420.00","68,420","99,800","99,800","68,420.00","0.00"
"佐世保本店","","","","4548736122185","BDZ-ZW1800 ﾌﾞﾙｰﾚｲ","0.00","07","BD/DVD","0007","BD/DVD","0070","BDレコーダー","0010","ソニー","2","-1","34960.00","34960.00","69,920.00","69,920","99,000","49,500","69,920.00","0.00"
"佐世保本店","","","","4548736123823","XRJ-55X90J 4K液晶ﾃﾚﾋﾞ","0.00","06","テレビ","0006","テレビ","0060","テレビ本体","0010","ソニー","1","0","116564.00","116564.00","116,564.00","116,564","169,800","169,800","116,564.00","0.00"
"佐世保本店","","","","4548736123892","XRJ-55A80J 有機ELﾃﾚﾋﾞ","0.00","06","テレビ","0006","テレビ","0060","テレビ本体","0010","ソニー","1","0","160308.00","160308.00","160,308.00","160,308","229,799","229,799","160,308.00","0.00"
"佐世保本店","","","","4548736123922","KJ-65X85J 4K液晶ﾃﾚﾋﾞ","0.00","06","テレビ","0006","テレビ","0060","テレビ本体","0010","ソニー","1","0","127348.00","127348.00","127,348.00","127,348","179,800","179,800","127,348.00","0.00"
"佐世保本店","","","","4548736123939","KJ-55X85J 4K液晶ﾃﾚﾋﾞ","0.00","06","テレビ","0006","テレビ","0060","テレビ本体","0010","ソニー","1","0","94388.00","94388.00","94,388.00","94,388","142,000","142,000","94,388.00","0.00"
"佐世保本店","","","","4548736123946","KJ-50X85J 4K液晶ﾃﾚﾋﾞ","0.00","06","テレビ","0006","テレビ","0060","テレビ本体","0010","ソニー","1","0","92392.00","92392.00","92,392.00","92,392","139,800","139,800","92,392.00","0.00"
"佐世保本店","","","","4548736129641","ICF-P37 BC FMﾗｼﾞｵ","0.00","08","オーディオ","0008","オーディオ","0084","テレコ・ラジオ・CDラジカセ","0010","ソニー","4","0","2221.00","2221.00","8,884.00","8,884","14,520","3,630","8,884.00","0.00"
"佐世保本店","","","","4548736129665","ICF-P27 BC FMﾗｼﾞｵ","0.00","08","オーディオ","0008","オーディオ","0084","テレコ・ラジオ・CDラジカセ","0010","ソニー","3","0","2221.00","2221.00","6,663.00","6,663","9,900","3,300","6,663.00","0.00"
