移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/10/17","630　しみず倉庫","大島店","4944661581354","メディータム20E　150ｇ","１５０ｇ","6","370","2,220","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4515748002118","メリュースプレミアム　90粒","９０粒","5","4,320","21,600","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4510662002114","貴好茶　８粒×３０包","８粒×３０包","4","2,850","11,400","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4510759790016","ドーバーパストリ－ゼ７７ヘッド付 500ml","５００ｍｌ","2","670","1,340","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4582368480206","ピュアコラーゲン＋セラミドＤＸ　 150 ｇ","１５０ｇ","1","922","922","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4589818059425","ダイヤモンドマスクピュアホワイト30枚","３０枚入り","3","320","960","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4954097915456","エブリサポート経口補水液５００ｍｌ","５００ｍｌ","24","66","1,584","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250164216","ワクナガ胃腸薬Ｇ　３００錠","３００錠","1","517","517","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250174222","ワクナガ胃腸薬Ｕ　３６包","３６包","1","669","669","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","1","1,765","1,765","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250199218","エナックＷ　２７０錠","２７０錠","2","1,700","3,400","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250281227","キョーレオピンキャプレットＳ 100 錠","１００錠","2","1,368","2,736","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250281326","キヨーレオピンキャプレットＳ２００錠","２００錠","2","2,326","4,652","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250366115","プライムピュア　１２０粒","１２０粒","1","1,538","1,538","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250853127","プレビジョン　乳酸菌＆カテキン　１８０錠","１８０粒","1","896","896","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4968250868114","プレビジョン　ウリラックス　１２０粒","１２０粒","1","1,859","1,859","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4970511201370","かぜ・花粉マスク　ふつう　６０枚","６０枚","8","370","2,960","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4970511290596","弘真胃腸薬　３６包","","1","760","760","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4970511290602","弘真胃腸薬　２４０錠","２４０","3","760","2,280","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4970883011577","ガウスバンイン　１３６粒","１３６粒","1","1,174","1,174","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4975687011389","ペインサール顆粒 ３０包","３０包","2","748","1,496","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4978022386265","泡のお風呂の洗剤 オレンジ 替　３５０ｍｌ","３５０ｍｌ","5","57","285","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987014012006","ミネドリン　６００ｍｌ","６００ｍｌ","2","858","1,716","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","100","37","3,700","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987074300549","メディストロ軟膏","２０ｇ","1","200","200","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987074300556","メディストロクリーム","20 ｇ","1","200","200","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987123142038","タケダ漢方便秘薬　１８０錠","１８０錠","2","1,771","3,542","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987126072158","精禍２ｇ×１２包","１２包","1","556","556","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987188100325","サロンパスＡｅ１４０枚入","１４０枚","4","855","3,420","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987306021297","コーラックⅡ　４０錠","４０錠","1","423","423","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","4","554","2,216","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987316018775","ナザールスプレーポンプ　 30 ｍｌ","３０ｍｌ","2","366","732","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987433120054","プラセントップ液３０ｍｌ","３０ｍｌ","40","310","12,400","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987487102730","タカミツホットリフェンダ　６枚","６枚","12","70","840","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4987487102754","リフェンダＩＤ　０．５％６枚","６枚","12","80","960","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4515748001807","アバロンプレミアム大容量　 180 粒","１８０粒","1","5,400","5,400","ハンディー",""
"2022/10/17","630　しみず倉庫","大島店","4562207690072","デントピュリティ先細毛歯ブラシ　ふつう　 1 本","1 本","0","52","0","画面作成",""
"2022/10/17","630　しみず倉庫","砺波店","4515748002118","メリュースプレミアム　90粒","９０粒","5","4,320","21,600","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4944661581354","メディータム20E　150ｇ","１５０ｇ","6","370","2,220","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987239137126","カゼリックＣ錠　８０錠","８０錠","3","488","1,464","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4560118070129","アオパパイヤ酵素　顆粒　 3 ｇ× 30 包","３ｇ×３０包","1","3,780","3,780","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4970468055163","桜南抹茶くず湯125ｇ","１２５ｇ","40","135","5,400","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","0000049252071","ゼリアドルマイシン軟膏　６ｇ","６ｇ","1","180","180","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","0000049252088","ドルマイシン軟膏 12 ｇ","１２ｇ","1","300","300","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4510759790016","ドーバーパストリ－ゼ７７ヘッド付 500ml","５００ｍｌ","2","670","1,340","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4515748001708","エミューゼリー筋肉（シークワーサー）３０包","３０Ｈ","2","3,436","6,872","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4515748001722","アバロンプレミアム　９０粒","９０粒","1","3,000","3,000","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4515748001760","イーシーエヴォリューション150ｇ","１５０ｇ","2","2,716","5,432","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4525678094268","グローバルフローリングワイパーウエットシート２０枚","２０枚","5","55","275","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571310341023","ウイルスバリアノバアゲルタイプ 120 ｇ","１２０ｇ","1","1,155","1,155","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571310341061","ウィルスバリアノヴァ　ゲルタイプ　 300 ｇ","３００ｇ","1","1,595","1,595","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4573204100013","ビタミンＣプレミオ３００ＣＰ","３００ｃｐ","1","3,675","3,675","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4582368480190","プラズマローゲン　６０粒","６０粒","4","2,769","11,076","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4901080726414","ポリデント　酵素入り　１０８錠＋６錠","１０８ジョウ","1","595","595","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4901080726513","部分入れ歯用ポリデント　108錠+6錠","１０８錠　＋","1","595","595","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4944661145419","ラクペタンエキ１００ｍｌ","１００ｍｌ","2","195","390","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4955273803024","イオナ　エフ　リッチ　フォーム","１２０ｇ","2","800","1,600","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4955273804021","イオナ　エフ　ローション　　　　１２０ＭＬ","","1","1,600","1,600","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250147110","セキセチン　咳止め１００ｍｌ","１００ｍｌ","3","354","1,062","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","2","1,765","3,530","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","2","2,897","5,794","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250224118","フジビトール　２００ｃｐ","２００ｃｐ","1","2,973","2,973","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250245113","キヨ－チルベｓクリ－ム８ｇ","８ｇ","2","288","576","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250245212","キョ－チルべｓクリーム　１８ｇ","１８ｇ","2","512","1,024","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250270214","フジコールＷ　１８包","１８包","3","566","1,698","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","3","3,132","9,396","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250275318","キヨーレオピン　２４０ｍｌ","２４０ｍｌ","2","5,570","11,140","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250294111","プレビジョン　ラクッションプラス　２７０粒","２７０粒","2","1,692","3,384","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","2","5,570","11,140","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250366115","プライムピュア　１２０粒","１２０粒","1","1,538","1,538","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250820112","湧永　八味地黄丸４５０丸","４５０丸","1","1,019","1,019","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250840417","人参牛黄カプセル　８０カプセル","８０ｐ","2","22,127","44,254","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","4","1,692","6,768","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250873118","フジビトール鼻炎薬Ｓ　１８ｃｐ","１８ｃｐ","2","375","750","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","3","350","1,050","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250879110","シトリーヌα　１８０ｃｐ","１８０ｃｐ","1","897","897","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","１２６錠","2","322","644","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4973202213508","コットンパフ 天然コットン１００％ ２２５枚","２２５枚","3","135","405","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4973202315097","コットンパフ　８０枚×２個","８０枚×２個","3","83","249","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4975175025157","大洋　炭酸水素ナトリウム　重曹　５００ｇ","５００ｇ","1","138","138","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4975687013178","ノーエチ　デンタルクリーム　５ｇ","５ｇ","3","341","1,023","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987014041600","ウット　１２錠","１２錠","6","630","3,780","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987014063701","ビワ湖浣腸３０　３０ｇ×１２個","３０ｇ×１２","2","235","470","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987031002165","新大草延寿丸３２Ｈ","３２Ｈ","2","808","1,616","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987031003018","延寿丸　 2600T","２６００Ｔ","1","2,323","2,323","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103040989","ハイゼリーＳＧ５０　 50ML","５０ｍｌ","6","300","1,800","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103043928","ワムナールＤＸ□　６５ｇ","６５　ｇ","1","518","518","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103043942","ワムナールＤＸ□　 120 ｇ","１２０ｇ","1","735","735","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103045762","ゼリアセピーＩＰかぜゴールド２７錠","２７錠","1","429","429","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","1","2,800","2,800","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","3","2,350","7,050","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103049364","コンドロイチンＺＳ３１０錠","３１０錠","2","4,300","8,600","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987103051862","エーゼットアルファ１２ｍｌ","１２ｍｌ","2","376","752","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987299226716","クレマエースＥＸＰ　２７０錠","２７０錠","3","1,093","3,279","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306001299","抗菌アイリス使いきり１８本","１８本入","1","392","392","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306002463","アイリスＡＧガード１０ｍｌ","１０ｍｌ","1","610","610","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306045125","パブロンゴールドＡ＜錠＞１３０錠","１３０錠","1","935","935","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306045965","パブロンエースＰＲＯ錠　３６錠","３６錠","1","1,089","1,089","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987307020688","新小児用セイヨン内服液３０ｍｌ","３０ｍｌ","12","83","996","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987316003627","アセスＬ　１６０ｇ","１６０ｇ","2","920","1,840","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987402032104","エフストリン３０錠","３０錠","2","587","1,174","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987426110000","ムヒＳ　１８ｇ","１８ｇ","4","308","1,232","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987475119368","ロキエフェクトＬＸテープ　 14 枚","１４枚","4","218","872","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987475119375","ロキエフェクトＬＸテープ大判　 7 枚","7 枚","4","218","872","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987533012327","アスミンＡ顆粒１８包","１８Ｈ","4","411","1,644","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987533012358","アスミンＢ顆粒　１８Ｈ","１８Ｈ","2","411","822","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987910710884","ＮＥＷマイティアＣＬ－Ｓ　 15ML","１５ｍｌ","2","192","384","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987910710891","ＮＥＷマイティアＣＬクール-Ｓ","１５ｍｌ","1","192","192","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987910710907","NEW マイティア CL クール HI-S 15ML","１５ｍｌ","1","192","192","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250870117","プレビジョン　バイタルウレア　１２０粒","１２０粒","2","1,795","3,590","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250280329","レオピンファイブキャプレットＳ　２００錠","２００錠","1","5,213","5,213","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4968250281227","キョーレオピンキャプレットＳ 100 錠","１００錠","1","1,368","1,368","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987533012389","アスミンＣ顆粒１８Ｈ","１８Ｈ","2","461","922","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987533012419","アスミンＭ顆粒１８Ｈ","１８Ｈ","3","396","1,188","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306017177","リポビタンファイン　100ml","１００ｍｌ","14","95","1,330","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306033900","リポビタンフィール　100ml","１００ｍｌ","14","95","1,330","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157252230","ぷるんと蒟蒻ゼリー大袋白桃+マンゴー+グレープ24個","２４個入","1","318","318","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157258430","ぷるんと蒟蒻ゼリー大袋巨峰+マスカット+マンゴー24個","２４個入","1","318","318","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157252216","ぷるんと蒟蒻ゼリーシチリアレモン+白桃12個入","１２個入","1","165","165","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157252353","ぷるんと蒟蒻ゼリーふじりんご+温州みかん12個入","１２個入","1","165","165","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157258249","ぷるんと蒟蒻ゼリー白桃+巨峰12個入","１２個入","1","165","165","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157255422","ぷるんと蒟蒻ゼリーマスカット+オレンジ12個入","１２個入","1","165","165","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157254579","ぷるんと蒟蒻ゼリーマスカット6個入","６個入","1","91","91","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157258461","ぷるんと蒟蒻ゼリーシチリアレモン6個入","６個入","1","91","91","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157254821","ぷるんと蒟蒻ゼリー新パウチ温州みかん６個入り","６個入り","1","91","91","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157252193","ぷるんと蒟蒻ゼリー白桃6個入","６個入","1","91","91","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157254340","ぷるんと蒟蒻ゼリーグレープ6個入","６個入","1","91","91","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157258867","ぷるんと蒟蒻ゼリー免疫ケア巨峰味6個入","６個入","1","104","104","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157258447","ぷるんと蒟蒻ゼリープレミアム抹茶6個入","６個入","1","118","118","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4571157252346","ぷるんと蒟蒻ゼリーふじりんご6個入","６個入","2","91","182","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4954097916477","広貫堂ルイボス茶５００ｍｌ","５００ｍｌ","2","80","160","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987239189217","ロスミン紅Ｇ液II　30ml","３０ｍｌ","2","236","472","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987300409909","ハイチオール コラーゲンブライト50ml","５０ｍｌ","4","180","720","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987300520901","エスカップ　100ml","１００ｍｌ","4","54","216","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987300520604","エスカップNEXT　100ml","１００ｍｌ","3","65","195","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","0000049684315","チオビタゴールド　３０ｍｌ","３０ｍｌ","2","123","246","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","1","37","37","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987014013607","新バイトゴールド２０００　１００ｍｌ","１００ｍｌ","1","39","39","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987306021402","リポビタンＺＥＲＯ","１００ｍｌ","4","95","380","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4901301393333","ﾏｼﾞｯｸリンｴｱｼﾞｪｯﾄ特大ｻｲｽﾞﾌﾛｰﾗﾙの香り820ml","８２０ｍｌ","1","360","360","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4902424448078","フマキラー キッチン用アルコール除菌６６","","1","335","335","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4514687100336","アパケアープラス　 120 ｇ","１２０ｇ","3","478","1,434","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987076314513","スピット顆粒６包","６包","2","230","460","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987076314483","スピット顆粒２１包","２１包","2","520","1,040","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987904100387","シナールＥＸ顆粒ｅ　300錠","３００錠","1","1,380","1,380","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987904100363","シナールＥＸ顆粒ｅ　60包","６０包","1","1,075","1,075","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987343086570","ビタミンＣ錠２０００「クニヒロ」　２４０錠","２４０錠","2","400","800","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987286317434","ヒルマイルドローション30ｇ","３０ｇ","2","637","1,274","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987286317458","ヒルマイルドクリーム30ｇ","３０ｇ","2","637","1,274","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987300029404","アネロン「ニスキャップ」３カプセル","３カプセル","1","240","240","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987438661422","神農五苓散料エキス錠　36錠","３６錠","2","575","1,150","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987081299225","パンラクミン錠　３５０錠","３５０錠","1","990","990","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987081299218","パンラクミン錠　１３０錠","１３０錠","2","440","880","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4951079035881","正露丸糖衣パウチ１２錠","１２錠","2","144","288","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987156211947","南天のど飴Ｙ　22錠","２２錠","1","275","275","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987156211602","トキワ南天喉飴 22錠","２２錠","1","275","275","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987156211664","南天のど飴Ｕ　22錠","２２錠","1","275","275","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987156212012","南天のど飴Ｇ　22錠","２２錠","1","275","275","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987603141865","ＦＣファミリーマスク７ ふつうサイズ7枚入","７枚入","2","120","240","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987603141872","ＦＣファミリーマスク７ 小さめサイズ7枚入","７枚入","2","120","240","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987603141889","ＦＣファミリーマスク７ こどもサイズ7枚入","７枚入","2","120","240","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4562355181828","スパンレース不織布カラーマスク ラベンダー7枚入","７枚入","1","120","120","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4562355181866","スパンレース不織布カラーマスク グレージュ7枚入","７枚入","1","120","120","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4562355181842","スパンレース不織布カラーマスク コーラルピンク7枚","７枚入","1","120","120","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4562355180715","スパンレース不織布カラーマスク グレー7枚入","７枚入","1","120","120","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4562355180708","スパンレース不織布カラーマスク ブラック7枚入","７枚入","1","120","120","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4562355180722","スパンレース不織布カラーマスク ベージュ7枚入","７枚入","1","120","120","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4962438660514","JPS 葛根湯錠剤","６０ジョウ","6","266","1,596","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987438063776","麦門冬湯　錠剤　 45 錠","４５錠","2","266","532","ハンディー",""
"2022/10/17","630　しみず倉庫","砺波店","4987030196612","パパーゼリー５　１２０粒","１２０粒","0","888","0","画面作成",""
"2022/10/18","630　しみず倉庫","大島店","4902989372917","かき醤油味付のり　角 54 枚","５４枚","25","200","5,000","画面作成",""
"2022/10/18","630　しみず倉庫","大島店","4515748001852","プレミアム１００エミューエッセンス 15 ｍｌ","１５ｍｌ","5","2,400","12,000","画面作成",""
"2022/10/19","630　しみず倉庫","大島店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","15","554","8,310","画面作成",""
"2022/10/19","630　しみず倉庫","大島店","4987316030180","ユンケル黄帝液　３０ｍｌ","３０ｍｌ","3","296","888","画面作成",""
"2022/10/20","630　しみず倉庫","パスコ店","4987533011207","新ピラドンＧカプセル　20CP","２０ＣＰ","3","422","1,266","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","2","3,230","6,460","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4530883502590","宮島シームレスサポーター　リスト２Ｐ","２Ｐ","2","266","532","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4562207690126","デントピュリティ歯間ブラシＳＳ　１５本","１５本","2","158","316","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4562207690133","デントピュリテ歯間ブラシ S","１５ホン","2","158","316","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4932765100274","スキンバイブル純粋オリーブオイル１５０ｍｌ","１５０ｍｌ","1","720","720","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4954097910000","ファイトマンゼリー　エネルギー　１８０ｇ","１８０ｇ","6","65","390","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250130112","新ノイガンエス２５ｇ","２５ｇ","18","288","5,184","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250161529","エナックロイヤル　 50 ｍｌ× 4","５０ｍｌ×４","1","1,058","1,058","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250169228","ワクナガ生薬胃腸薬　１２包","１２包","1","251","251","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250174222","ワクナガ胃腸薬Ｕ　３６包","３６包","1","669","669","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250199317","エナックＷ　５４０錠","５４０錠","2","3,091","6,182","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250260116","レオピンロイヤル　６０ｍｌ","６０ｍｌ","4","4,823","19,292","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","4","3,132","12,528","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","6","5,742","34,452","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","２４０ｍｌ","2","10,127","20,254","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250280220","レオピンファイブキャプレットＳ　１００錠","１００錠","3","3,459","10,377","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250293213","レオピンロイヤルキャプレット　１００錠","１００錠","2","4,959","9,918","ハンディー",""
"2022/10/20","630　しみず倉庫","パスコ店","4968250300119","宝脚　３００錠","３００錠","2","2,530","5,060","ハンディー",""
